idx,se_name,se_text
772,Breath odour,"Breath odour. Also known as: Bad breath, Breath odor, Breath odour"
773,Swollen tongue,"Swollen tongue. Also known as: Swelling of tongue, Swollen tongue, Tongue swelling non-specific"
774,Graft complication,"Graft complication. Also known as: Graft complication, Graft hypertrophy, Graft torsion"
775,Conjunctival oedema,"Conjunctival oedema. Also known as: Chemosis, Conjunctival edema, Conjunctival oedema"
776,Pregnancy,"Pregnancy. Also known as: Gravid, Gravida, Normal pregnancy"
777,Haemorrhagic disorder,"Haemorrhagic disorder. Also known as: Haemorrhage abnormal, Haemorrhagic disorder, Haemorrhagic disorder due to circulating anticoagulants"
778,Polyp,"Polyp. Also known as: Polyp NOS, Polyps, Polyp"
779,Acute myocardial infarction,"Acute myocardial infarction. Also known as: Acute myocardial infarction, Acute myocardial infarction, of anterolateral wall, Acute myocardial infarction, of anterolateral wall, episode of care unspecified"
780,Anuria,"Anuria. Also known as: Anuria, Arrest of urinary output, Failure of urine formation"
781,Paraesthesia,"Paraesthesia. Also known as: Abnormal touch sensation, Acroparaesthesia, Disturbance of skin sensation"
782,Musculoskeletal disorder,"Musculoskeletal disorder. Also known as: Acquired musculoskeletal deformity of other specified site, Acquired musculoskeletal deformity of unspecified site, Disorders of muscle, ligament, and fascia"
783,Myocarditis,"Myocarditis. Also known as: Acute myocarditis, Acute myocarditis in diseases classified elsewhere, Acute myocarditis, unspecified"
784,Myasthenia gravis,"Myasthenia gravis. Also known as: Myasthenia gravis, Myasthenia gravis aggravated, Myasthenia gravis paralytica"
785,Polyneuropathy,"Polyneuropathy. Also known as: Polyneuritis, Polyneuropathy, Polyneuropathy due to drugs"
786,Loss of libido,"Loss of libido. Also known as: Lack of libido, Libido lack, Libido loss of"
787,Blindness,"Blindness. Also known as: Better eye: moderate vision impairment; lesser eye: blind, not further specified, Better eye: moderate vision impairment; lesser eye: impairment not further specified, Better eye: moderate vision impairment; lesser eye: near-total vision impairment"
788,Hiatus hernia,"Hiatus hernia. Also known as: Axial hiatal hernia, H hernia, Hernia hiatal"
789,Developmental delay,"Developmental delay. Also known as: Delayed milestones, Developmental delay, Developmental delay NOS"
790,Tetany,"Tetany. Also known as: Carpo-pedal spasm, Generalised tetany, Hypocalcemic tetany"
791,Embolism,"Embolism. Also known as: Embolism NOS, Embolism - blood clot, Embolism embolus"
792,Abdominal discomfort,"Abdominal discomfort. Also known as: Abdo. discomfort, Abdomen burning sensation of, Abdominal discomfort"
793,Epigastric discomfort,"Epigastric discomfort. Also known as: Discomfort epigastric, Gastric irritation, Irritable stomach"
794,Asthenopia,"Asthenopia. Also known as: Asthenopia, Eye tired, Eyes heavy feeling of"
795,Haematochezia,"Haematochezia. Also known as: Blood in stool, Blood stool, Bloody stool"
796,Dyskinesia,"Dyskinesia. Also known as: Abnormal involuntary movements, Acute dyskinesia, Body movements involuntary"
797,Atrioventricular block complete,"Atrioventricular block complete. Also known as: Atrioventricular block complete, Atrioventricular block, complete, AV block complete"
798,Photosensitivity reaction,"Photosensitivity reaction. Also known as: Contact dermatitis and other eczema due to solar radiation, Dermatitis of exposed site, Dermatitis photosensitive"
799,Eosinophilic pneumonia,"Eosinophilic pneumonia. Also known as: Carrington's pneumonia, Eosinophilic pneumonia, Pneumonia eosinophilic"
800,Exfoliative rash,"Exfoliative rash. Also known as: Rash desquamating, Rash scaly, Exfoliative rash"
801,Appendicitis,"Appendicitis. Also known as: Acute appendicitis, Acute appendicitis without mention of peritonitis, Appendicitis"
802,Fatigue,"Fatigue. Also known as: Enervation, Exhaustion, Exhaustion due to excessive exertion"
803,Exophthalmos,"Exophthalmos. Also known as: Bulging eyes, Constant exophthalmos, Exophthalmos"
804,Gastrointestinal disorder,"Gastrointestinal disorder. Also known as: Disorder gastrointestinal, Disorders of function of stomach, Functional digestive disorders, not elsewhere classified"
805,Systemic lupus erythematosus,"Systemic lupus erythematosus. Also known as: Disseminated lupus erythematosus, LE reaction systemic, LE syndrome"
806,Hepatitis fulminant,"Hepatitis fulminant. Also known as: Acute fulminant hepatitis, Hepatitis fulminant, Subacute fulminant hepatitis"
807,Cardiac flutter,"Cardiac flutter. Also known as: Heart fluttering, Cardiac flutter"
808,Fibrocystic breast disease,"Fibrocystic breast disease. Also known as: Adenosis sclerosing, Breast cystic fibrosis, Breast fibrocystic"
809,Pulmonary congestion,"Pulmonary congestion. Also known as: Congestion pulmonary, Lung congestion, Pulmonary configuration increased"
810,Skin burning sensation,"Skin burning sensation. Also known as: Burning sensation in face, Burning sensation skin, Burning skin"
811,Conduction disorder,"Conduction disorder. Also known as: Conduction delayed transient, Conduction disorder, Conduction disorder NOS"
812,Vulvovaginal dryness,"Vulvovaginal dryness. Also known as: Dryness vaginal, Vaginal dryness, Vulvovaginal dryness"
813,Haemolysis,"Haemolysis. Also known as: Haemolysis, Haemolysis NOS, Haemolytic reaction"
814,Pruritus genital,"Pruritus genital. Also known as: Genital itching, Genital itching female, Genital itching male"
815,Dental caries,"Dental caries. Also known as: Caries dental, Cavity, Cavity NOS"
816,Hypovolaemia,"Hypovolaemia. Also known as: Hypovolaemia, Hypovolemia, Oligemia"
817,Retinal detachment,"Retinal detachment. Also known as: Detached retina, Detachment retinal, Old retinal detachment, partial"
818,Enterocolitis,"Enterocolitis. Also known as: Enterocolitis, Ileocolitis, Chronic enterocolitis"
819,Balance disorder,"Balance disorder. Also known as: Balance difficulty, Balance impaired NOS, Disequilibrium syndrome"
820,Ocular hyperaemia,"Ocular hyperaemia. Also known as: Bloodshot eye, Eye blood shot, Eye red"
821,Injury,"Injury. Also known as: Accidental injury, Adult maltreatment syndrome, Certain early complications of trauma"
822,Blood uric acid increased,"Blood uric acid increased. Also known as: Blood urates increased, Blood uric acid increased, Raised serum uric acid"
823,Injection site inflammation,"Injection site inflammation. Also known as: Inflammation at site of injection, Inflammation injection site, Injection site inflammation"
824,Tongue ulceration,"Tongue ulceration. Also known as: Tongue aphtha formation, Tongue ulceration, Ulceration tongue"
825,Pruritus generalised,Pruritus generalised
826,Toxic skin eruption,"Toxic skin eruption. Also known as: Toxic erythema, Toxicoderma, Toxic skin eruption"
827,Pain in jaw,"Pain in jaw. Also known as: Jaw bone pain, Jaw pain, Pain in jaw"
828,Hypochloraemia,"Hypochloraemia. Also known as: Hypochloraemia, Hypochloremia"
829,Epididymitis,"Epididymitis. Also known as: Epididymitis, Epididymitis NOS, Epididymal infection"
830,Oedema mouth,"Oedema mouth. Also known as: Edema of mouth, Oedema mouth, Edema mouth"
831,Penis disorder,"Penis disorder. Also known as: Disorder penis, Disorders of penis, Other specified disorder of penis"
832,Peyronie's disease,"Peyronie's disease. Also known as: Peyronie's disease, Peyronies disease, Indurated penis plastica"
833,Breast engorgement,"Breast engorgement. Also known as: Breast engorgement, Engorgement of breast associated with childbirth, antepartum, Engorgement of breast associated with childbirth, postpartum"
834,Tachyarrhythmia,"Tachyarrhythmia. Also known as: Tachycardia irregular, Tachyarrhythmia, Tachycardia"
835,Cardiogenic shock,"Cardiogenic shock. Also known as: Cardiogenic shock, Shock cardiogenic, Shock, Cardiogenic"
836,Sciatica,"Sciatica. Also known as: Cotunnius' disease, Ischial neuralgia, Ischias"
837,Brain oedema,"Brain oedema. Also known as: Brain edema, Cerebral edema, Cerebral oedema"
838,Dyspnoea exertional,"Dyspnoea exertional. Also known as: DOE, Dyspnea exertional, Dyspnoea exertional"
839,Chest discomfort,"Chest discomfort. Also known as: Chest abnormal feeling of, Chest anxiety feeling of, Chest discomfort"
840,Metabolic acidosis,"Metabolic acidosis. Also known as: Acidosis compensatory, Acidosis metabolic, Anion gap acidosis"
841,Motion sickness,"Motion sickness. Also known as: Air sickness, Car sickness, Motion sickness"
842,Ocular discomfort,"Ocular discomfort. Also known as: Discomfort intraocular, Visual discomfort, Ocular discomfort"
843,Mental retardation,Mental retardation
844,Osteonecrosis of jaw,"Osteonecrosis of jaw. Also known as: Aseptic necrosis of jaw, Osteonecrosis of jaw, Bisphosphonate-related osteonecrosis of the jaw"
845,Anaemia megaloblastic,"Anaemia megaloblastic. Also known as: Anaemia megaloblastic, Anemia megaloblastic, Megaloblastic anaemia NOS"
846,Bacteraemia,"Bacteraemia. Also known as: Bacteraemia, Bacteraemia, unspecified, Bacteremia"
847,Menopause,"Menopause. Also known as: Climacteric, Menopausal, Menopausal or female climacteric states"
848,Blepharospasm,"Blepharospasm. Also known as: Blepharospasm, Spasm eyelid, Eyelid twitching"
849,Blood glucose increased,"Blood glucose increased. Also known as: Blood glucose increased, Blood sugar increased, Fasting blood glucose level raised"
850,Nasal discomfort,"Nasal discomfort. Also known as: Discomfort in nose, Nasal burning, Nasal cavity strange sensation of"
851,Libido disorder,"Libido disorder. Also known as: Influence on libido, Libido disorder NOS, Libido disorder"
852,Multi-organ failure,Multi-organ failure
853,Hypohidrosis,"Hypohidrosis. Also known as: Hyphidrosis, Hypohidrosis, Sweating decreased"
854,Blood cholesterol increased,"Blood cholesterol increased. Also known as: Blood cholesterol increased, Cholesterol blood increased, Cholesterol high"
855,Presyncope,"Presyncope. Also known as: Lipothymia, Pre-syncope, Presyncope"
856,"Hallucination, visual","Hallucination, visual. Also known as: Hallucination visual, Hallucination with colour, Hallucination, visual"
857,Dermatitis acneiform,"Dermatitis acneiform. Also known as: Acneiform dermatitis, Dermatitis acneiform, Dermatitis acniform"
858,Nephropathy,"Nephropathy. Also known as: Nephropathy, Nephropathy NOS, Renal disease"
859,Ejaculation delayed,"Ejaculation delayed. Also known as: Ejaculation delayed, Ejaculation inhibited"
860,Incontinence,"Incontinence. Also known as: Childhood incontinence, Continuous leakage, Incontinence"
861,Application site rash,Application site rash. Also known as: Application site rash
862,Dysgeusia,"Dysgeusia. Also known as: After taste, Bad taste, Dysgensia"
863,Disseminated intravascular coagulation,"Disseminated intravascular coagulation. Also known as: Consumption coagulopathy, Consumptive coagulopathy, Defibrination syndrome"
864,Drooling,"Drooling. Also known as: Drooling, Sialorrhea, Hypersalivation"
865,Drug hypersensitivity,"Drug hypersensitivity. Also known as: Allergic reaction to antibiotics, Drug allergy, Drug hypersensitivity"
866,Neutrophil count decreased,"Neutrophil count decreased. Also known as: Blood neutrophil count decreased, Neutrophil count decreased, Neutrophil count low"
867,Application site pruritus,"Application site pruritus. Also known as: Application site itching, Application site pruritus"
868,Dysuria,"Dysuria. Also known as: Burning micturition, Difficulty in micturition, Difficulty voiding"
869,Amnesia,"Amnesia. Also known as: Amnesia, Amnesia NEC, Amnesia transient"
870,Tension,"Tension. Also known as: Feeling tense, Mental tension, Nervous tension"
871,Cerebral infarction,"Cerebral infarction. Also known as: Cerebral infarct, Cerebral infarction, Iatrogenic cerebrovascular infarction"
872,Gastrointestinal pain,"Gastrointestinal pain. Also known as: Colonospasm, Gastrointestinal pain, Gastrointestinal pain NOS"
873,Musculoskeletal stiffness,"Musculoskeletal stiffness. Also known as: Early morning stiffness, Fingers stiffness, Limbs stiffness"
874,Proctocolitis,Proctocolitis
875,Cystitis haemorrhagic,"Cystitis haemorrhagic. Also known as: Cystitis haemorrhagic, Cystitis hemorrhagic, Hemorrhagic cystitis"
876,Sensation of foreign body,"Sensation of foreign body. Also known as: Feeling of foreign body, Foreign body feeling of oesophagus, Pharyngolarynx foreign body feeling"
877,Dermatitis bullous,"Dermatitis bullous. Also known as: Bulla auricular, Bulla dorsum manus, Bullous dermatitis"
878,Uterine leiomyoma,"Uterine leiomyoma. Also known as: Fibroid uterine enlarged, Fibroids, Intramural leiomyoma of uterus"
879,Oculogyric crisis,"Oculogyric crisis. Also known as: Crisis oculogyric, Dyskinesia oculomotor, Ocular lateral crisis"
880,Azotaemia,"Azotaemia. Also known as: Azotaemia, Azotemia, Azotemia of renal origin"
881,Rash papular,"Rash papular. Also known as: Dermatitis papular, Erythropapular rash, Erythropapular rash on trunk"
882,Logorrhoea,"Logorrhoea. Also known as: Cluttering, Garrulous, Garrulousness"
883,Lactic acidosis,"Lactic acidosis. Also known as: Acidosis lactic, Lactic acidosis, Lactic acidosis syndrome"
884,Catatonia,"Catatonia. Also known as: Catatonia, Catatonic, Catatonic phenomena"
885,Corneal erosion,"Corneal erosion. Also known as: Corneal erosion, Corneal erosion multiple"
886,Benign intracranial hypertension,Benign intracranial hypertension
887,Tension headache,"Tension headache. Also known as: Band-like headache, Head tightness, Headache tension"
888,Erythema of eyelid,"Erythema of eyelid. Also known as: Erythema of eyelid, Redness of eyelid, Hyperaemia eyelid"
889,Abnormal dreams,"Abnormal dreams. Also known as: Abnormal dreams, Bizarre dreams, Dream delirium"
890,Embolism venous,"Embolism venous. Also known as: Embolism and thrombosis of other specified veins, Embolism and thrombosis of unspecified site, Embolism venous"
891,Injection site swelling,"Injection site swelling. Also known as: Swelling of injection site, Injection site swelling"
892,Pain of skin,"Pain of skin. Also known as: Pain of skin, Scalp tenderness, Scalp pain"
893,Gingival pain,"Gingival pain. Also known as: Gingival pain, Gum pain, Pain gum"
894,Hypertrichosis,"Hypertrichosis. Also known as: Hairiness, Hypertrichosis, Hypertrichosis aggravated"
895,Dyskinesia,"Dyskinesia. Also known as: Abnormal involuntary movements, Acute dyskinesia, Body movements involuntary"
896,Hyperphosphataemia,"Hyperphosphataemia. Also known as: Hyperphosphataemia, Hyperphosphatemia, Hyperphosphatemias"
897,Type I hypersensitivity,"Type I hypersensitivity. Also known as: Hypersensitivity type I, Hypersensitivity type I NOS, Immediate hypersensitivity"
898,Amnesia,"Amnesia. Also known as: Amnesia, Amnesia NEC, Amnesia transient"
899,Blood glucose decreased,"Blood glucose decreased. Also known as: Blood glucose decreased, Blood sugar decreased, Decreased blood sugar"
900,Corneal opacity,"Corneal opacity. Also known as: Central opacity of cornea, Corneal cataract, Corneal epithelium opacity"
901,Cardio-respiratory arrest,"Cardio-respiratory arrest. Also known as: Cardio-respiratory arrest, Cardiopulmonary arrest, Heart Arrest"
902,Bundle branch block right,"Bundle branch block right. Also known as: Bundle branch block right, RBBB, Right bundle branch block"
903,Prothrombin level decreased,"Prothrombin level decreased. Also known as: Coagulation factor II level decreased, Prothrombin activity decreased, Prothrombin consumption increased"
904,Injury,"Injury. Also known as: Accidental injury, Adult maltreatment syndrome, Certain early complications of trauma"
905,Sinus headache,"Sinus headache. Also known as: Headache sinus, Sinus headache"
906,Hepatic steatosis,"Hepatic steatosis. Also known as: Degeneration fatty liver, Fatty liver, Fatty liver infiltration"
907,Labyrinthitis,"Labyrinthitis. Also known as: Circumscribed labyrinthitis, Labyrinthitis, Labyrinthitis (excl dizziness)"
908,Tooth abscess,"Tooth abscess. Also known as: Abscess dental, Abscess paradontal, Abscess periodontal"
909,Application site pain,"Application site pain. Also known as: Application site pain, Pain after application, Application site burning"
910,Actinic keratosis,"Actinic keratosis. Also known as: Actinic keratosis, Senile keratosis, Solar keratosis"
911,Skin odour abnormal,"Skin odour abnormal. Also known as: Body odor, Body odour, Body smell altered"
912,Electrocardiogram T wave inversion,"Electrocardiogram T wave inversion. Also known as: Electrocardiogram T wave inversion, Inverted T waves, T inverted"
913,Electrocardiogram ST segment depression,"Electrocardiogram ST segment depression. Also known as: Electrocardiogram ST segment depression, ST depressed, ST segment depressed"
914,Peroneal nerve palsy,"Peroneal nerve palsy. Also known as: Foot drop, Footdrop, Palsy peroneal"
915,Rales,"Rales. Also known as: Dry rale, Moist rales, Rale"
916,Depression,"Depression. Also known as: Anxiety depression, Anxious depression, Atypical depressive disorder"
917,Proctalgia,"Proctalgia. Also known as: Anal or rectal pain, Anal pain, Anus pain"
918,Periodontitis,"Periodontitis. Also known as: Acute apical periodontitis of pulpal origin, Acute periodontitis, Chronic apical periodontitis"
919,Growth retardation,"Growth retardation. Also known as: Growth retarded, Growth suppression, Height increase rate lowered"
920,Gastrointestinal perforation,"Gastrointestinal perforation. Also known as: Gastrointestinal perforation, Gastrointestinal perforation (NOS), Gastrointestinal perforation NOS"
921,Hypertension,"Hypertension. Also known as: Blood pressure high, Blood pressure increased refractory, HBP"
922,Gastric pH decreased,"Gastric pH decreased. Also known as: Gastric pH decreased, Gastric acid increased"
923,Musculoskeletal chest pain,"Musculoskeletal chest pain. Also known as: Chest tenderness, Chest tenderness of, Chest wall pain"
924,Water intoxication,"Water intoxication. Also known as: Water intoxication, Water Intoxication"
925,Cholestasis,"Cholestasis. Also known as: Biliary stasis, Cholestasis, Cholestasis extrahepatic"
926,Opportunistic infection,"Opportunistic infection. Also known as: Opportunistic infection, Opportunistic Infections, Infection, Opportunistic"
927,Chest pain,"Chest pain. Also known as: Ache across chest, Chest ache, Chest aching"
928,Cognitive disorder,"Cognitive disorder. Also known as: Cognitive deterioration, Cognitive disorder NEC, Cognitive disturbance"
929,Optic atrophy,"Optic atrophy. Also known as: Atrophy optic, Atrophy optic nerve, Optic atrophy"
930,Visual impairment,"Visual impairment. Also known as: Abnormal retinal correspondence, Abnormal vision, Abnormal vision NOS"
931,Osteonecrosis,"Osteonecrosis. Also known as: Aseptic necrosis, Aseptic necrosis bone, Aseptic necrosis of bone"
932,Cold sweat,"Cold sweat. Also known as: Clamminess, Clammy, Cold sweat"
933,Carpal tunnel syndrome,"Carpal tunnel syndrome. Also known as: Carpal tunnel syndrome, Carpel tunnel syndrome, Syndrome carpel tunnel"
934,Eye oedema,"Eye oedema. Also known as: Eye oedema, Eye edema"
935,Blood lactate dehydrogenase increased,"Blood lactate dehydrogenase increased. Also known as: Blood lactate dehydrogenase increased, Dehydrogenase lactic blood urine increased, Lactate dehydrogenase increased"
936,Lymphoma,"Lymphoma. Also known as: Lymphoma, Lymphoma malignant, Lymphoma NOS"
937,Vaginal discharge,"Vaginal discharge. Also known as: Discharge vaginal, Leukorrhea, Leukorrhea, not specified as infective"
938,Antisocial behaviour,"Antisocial behaviour. Also known as: Adolescent antisocial behaviour, Antisocial behaviour, Antisocial reaction"
939,Agitation,"Agitation. Also known as: Agitated, Agitation, Agitation aggravated"
940,Snoring,"Snoring. Also known as: Snore, Snoring, Rhonchopathy"
941,Ovarian cyst,"Ovarian cyst. Also known as: Benign ovarian cyst, Corpus luteum cyst, Corpus luteum cyst or haematoma"
942,Skin mass,"Skin mass. Also known as: Fibrous nodule, Nodule skin, Nodule subcutaneous"
943,Mental status changes,"Mental status changes. Also known as: Mental status changes, Acute mental status changes"
944,Venous thrombosis,"Venous thrombosis. Also known as: Phlebothrombosis, Thrombosis venous, Venous thrombosis"
945,Staphylococcal infection,"Staphylococcal infection. Also known as: Bacterial infection due to other staphylococcus, Bacterial infection due to staphylococcus aureus, Bacterial infection due to unspecified staphylococcus"
946,Muscle tightness,"Muscle tightness. Also known as: Neck tightness, Perioral tension, Tightness in jaw"
947,Traumatic liver injury,"Traumatic liver injury. Also known as: Hepatic trauma, Injury to liver with open wound into cavity, Injury to liver with open wound into cavity, unspecified laceration"
948,Arterial thrombosis,"Arterial thrombosis. Also known as: Arterial thrombosis, Arterial thrombosis NOS, Thrombosis arterial"
949,Abnormal faeces,"Abnormal faeces. Also known as: Abnormal faeces, Abnormal feces, Abnormal stools"
950,Basal cell carcinoma,"Basal cell carcinoma. Also known as: Basal cell carcinoma, Basal cell epithelioma, Carcinoma basal cell"
951,Embolism,"Embolism. Also known as: Embolism NOS, Embolism - blood clot, Embolism embolus"
952,Hepatic enzyme increased,"Hepatic enzyme increased. Also known as: Elevated liver enzyme levels, Elevated liver enzymes, Hepatic enzymes increased"
953,Uterine leiomyoma,"Uterine leiomyoma. Also known as: Fibroid uterine enlarged, Fibroids, Intramural leiomyoma of uterus"
954,Sluggishness,Sluggishness. Also known as: Sluggishness
955,Eyelid margin crusting,"Eyelid margin crusting. Also known as: Eyelid margin crusting, Eye crusting"
956,Subarachnoid haemorrhage,"Subarachnoid haemorrhage. Also known as: Hemorrhage subarachnoid, Subarac hem following inj, w/o ment of open intcran wound, with brief loc, Subarac hem following inj, w/o ment of open intcran wound, with concussion, unspec"
957,Angina pectoris,"Angina pectoris. Also known as: Angina, Angina aggravated, Angina attack"
958,Tracheitis,"Tracheitis. Also known as: Acute laryngitis & tracheitis, Acute laryngitis and tracheitis, Acute laryngotracheitis"
959,Obstructive airways disorder,"Obstructive airways disorder. Also known as: Airway obstruction NOS, Airway resistance increased, Airways obstruction"
960,Tongue disorder,"Tongue disorder. Also known as: Diseases and other conditions of the tongue, Disorder tongue, Other specified conditions of the tongue"
961,Thyroiditis,"Thyroiditis. Also known as: Iatrogenic thyroiditis, Thyroiditis, Thyroiditis NOS"
962,Ear haemorrhage,"Ear haemorrhage. Also known as: Bleeding from ears, Ear haemorrhage, Ear hemorrhage"
963,Nodal arrhythmia,"Nodal arrhythmia. Also known as: Arrhythmia nodal, Arrhythmia nodal (NOS), Nodal arrhythmia"
964,Gingival hyperplasia,Gingival hyperplasia
965,Hepatocellular carcinoma,"Hepatocellular carcinoma. Also known as: Hepatic fibrolamellar carcinoma non-resectable, Hepatic fibrolamellar carcinoma recurrent, Hepatic fibrolamellar carcinoma resectable"
966,Erection increased,"Erection increased. Also known as: Erection increased, Erection increased (exc priapism), Potency of penis erection increased"
967,Hearing impaired,Hearing impaired
968,Ventricular extrasystoles,"Ventricular extrasystoles. Also known as: Extrasystole ventricular, Extrasystole ventricular bigeminy, Extrasystoles ventricular"
969,Iron overload,"Iron overload. Also known as: Iron overload, Chronic iron overload, Hypersideremia"
970,Papule,"Papule. Also known as: Papule, Papule scarlet, Small papule"
971,Transient global amnesia,"Transient global amnesia. Also known as: Transient global amnesia, Amnesia, Transient Global, Global Amnesia, Transient"
972,Dyslipidaemia,"Dyslipidaemia. Also known as: Dyslipidaemia, Dyslipidemia, Dyslipoproteinaemia"
973,Azotaemia,"Azotaemia. Also known as: Azotaemia, Azotemia, Azotemia of renal origin"
974,Protrusion tongue,Protrusion tongue. Also known as: Protrusion tongue
975,Skin papilloma,"Skin papilloma. Also known as: Common wart, Common warts, Flat warts"
976,Haemolytic uraemic syndrome,"Haemolytic uraemic syndrome. Also known as: Haemolytic uraemic syndrome, Haemolytic-uraemic syndrome, Hemolytic uremic syndrome"
977,Coma hepatic,"Coma hepatic. Also known as: Coma hepatic, Hepatic coma, Hepatic Encephalopathy"
978,Dysgeusia,"Dysgeusia. Also known as: After taste, Bad taste, Dysgensia"
979,Perineal pain,"Perineal pain. Also known as: Perineal pain female, Perineal pain male, Perineal pain NOS"
980,Feeling hot,"Feeling hot. Also known as: Extremities hot feeling of, Feeling hot, Feeling of warmth"
981,Initial insomnia,"Initial insomnia. Also known as: Initial insomnia, Trouble falling asleep"
982,Suicidal behaviour,"Suicidal behaviour. Also known as: Suicide gesture, Suicidal behaviour, Suicidal behavior"
983,Vascular headache,"Vascular headache. Also known as: Headache vascular, Vascular headache, Vascular Headaches"
984,Testicular pain,"Testicular pain. Also known as: Ache in testis, Pain in testis, Testicular pain"
985,Muscle contractions involuntary,"Muscle contractions involuntary. Also known as: Contraction skeletal muscle, Fasciculation, Fasciculation skeletal muscle"
986,Oedema peripheral,"Oedema peripheral. Also known as: Ankle edema, Ankle oedema, Edema arms"
987,Faecalith,"Faecalith. Also known as: Faecalith, Fecalith, Stercolith"
988,Gastrointestinal ulcer,"Gastrointestinal ulcer. Also known as: Gastro-intestinal ulcer NOS, Gastrointestinal ulcer NOS, Ulcer gastrointestinal"
989,Productive cough,"Productive cough. Also known as: Productive cough, Sputum, Expectoration"
990,Psychomotor retardation,Psychomotor retardation. Also known as: Psychomotor retardation
991,Disinhibition,"Disinhibition. Also known as: Disinhibition, Lack of suppression, Loss of inhibition"
992,Oesophageal spasm,"Oesophageal spasm. Also known as: Esophageal spasm, Esophagospasm, Oesophageal spasm"
993,Excoriation,Excoriation
